acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
70,C_70,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59469.57,1,bank_a,,,,,,US,,,,,,
71,C_71,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59336.48,1,bank_a,,,,,,US,,,,,,
72,C_72,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80638.66,1,bank_a,,,,,,US,,,,,,
73,C_73,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82832.97,1,bank_a,,,,,,US,,,,,,
74,C_74,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73826.55,1,bank_a,,,,,,US,,,,,,
75,C_75,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54491.22,1,bank_a,,,,,,US,,,,,,
76,C_76,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87880.20,1,bank_a,,,,,,US,,,,,,
77,C_77,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93838.52,1,bank_a,,,,,,US,,,,,,
78,C_78,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96169.05,1,bank_a,,,,,,US,,,,,,
79,C_79,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92123.01,1,bank_a,,,,,,US,,,,,,
80,C_80,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94908.66,1,bank_a,,,,,,US,,,,,,
81,C_81,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96154.12,1,bank_a,,,,,,US,,,,,,
82,C_82,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77030.00,1,bank_a,,,,,,US,,,,,,
83,C_83,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69564.80,1,bank_a,,,,,,US,,,,,,
84,C_84,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85264.17,1,bank_a,,,,,,US,,,,,,
85,C_85,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63781.71,1,bank_a,,,,,,US,,,,,,
86,C_86,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90581.44,1,bank_a,,,,,,US,,,,,,
87,C_87,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92474.30,1,bank_a,,,,,,US,,,,,,
88,C_88,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94751.95,1,bank_a,,,,,,US,,,,,,
89,C_89,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79490.06,1,bank_a,,,,,,US,,,,,,
90,C_90,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97488.24,1,bank_a,,,,,,US,,,,,,
91,C_91,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78984.75,1,bank_a,,,,,,US,,,,,,
92,C_92,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72528.16,1,bank_a,,,,,,US,,,,,,
93,C_93,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83012.27,1,bank_a,,,,,,US,,,,,,
94,C_94,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99812.89,1,bank_a,,,,,,US,,,,,,
95,C_95,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95847.06,1,bank_a,,,,,,US,,,,,,
96,C_96,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89666.25,1,bank_a,,,,,,US,,,,,,
97,C_97,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54118.65,1,bank_a,,,,,,US,,,,,,
98,C_98,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80639.16,1,bank_a,,,,,,US,,,,,,
99,C_99,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74322.21,1,bank_a,,,,,,US,,,,,,
100,C_100,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81507.37,1,bank_a,,,,,,US,,,,,,
101,C_101,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92253.88,1,bank_a,,,,,,US,,,,,,
102,C_102,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62151.78,1,bank_a,,,,,,US,,,,,,
103,C_103,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86574.46,1,bank_a,,,,,,US,,,,,,
104,C_104,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55856.71,1,bank_a,,,,,,US,,,,,,
105,C_105,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61023.03,1,bank_a,,,,,,US,,,,,,
106,C_106,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89729.15,1,bank_a,,,,,,US,,,,,,
107,C_107,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66626.81,1,bank_a,,,,,,US,,,,,,
108,C_108,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90795.65,1,bank_a,,,,,,US,,,,,,
109,C_109,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55030.38,1,bank_a,,,,,,US,,,,,,
110,C_110,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57317.92,1,bank_a,,,,,,US,,,,,,
111,C_111,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84883.53,1,bank_a,,,,,,US,,,,,,
112,C_112,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52261.70,1,bank_a,,,,,,US,,,,,,
113,C_113,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78693.30,1,bank_a,,,,,,US,,,,,,
114,C_114,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95500.80,1,bank_a,,,,,,US,,,,,,
115,C_115,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,76709.90,1,bank_a,,,,,,US,,,,,,
116,C_116,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84029.46,1,bank_a,,,,,,US,,,,,,
117,C_117,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51334.84,1,bank_a,,,,,,US,,,,,,
118,C_118,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81750.00,1,bank_a,,,,,,US,,,,,,
119,C_119,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80316.92,1,bank_a,,,,,,US,,,,,,
120,C_120,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78797.65,1,bank_a,,,,,,US,,,,,,
121,C_121,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69560.47,1,bank_a,,,,,,US,,,,,,
122,C_122,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68507.00,1,bank_a,,,,,,US,,,,,,
123,C_123,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99025.83,1,bank_a,,,,,,US,,,,,,
124,C_124,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51819.60,1,bank_a,,,,,,US,,,,,,
125,C_125,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51081.83,1,bank_a,,,,,,US,,,,,,
126,C_126,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98051.56,1,bank_a,,,,,,US,,,,,,
127,C_127,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59248.60,1,bank_a,,,,,,US,,,,,,
128,C_128,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56194.76,1,bank_a,,,,,,US,,,,,,
129,C_129,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60528.83,1,bank_a,,,,,,US,,,,,,
130,C_130,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90037.33,1,bank_a,,,,,,US,,,,,,
131,C_131,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96848.46,1,bank_a,,,,,,US,,,,,,
132,C_132,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51139.13,1,bank_a,,,,,,US,,,,,,
133,C_133,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71280.94,1,bank_a,,,,,,US,,,,,,
134,C_134,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55075.01,1,bank_a,,,,,,US,,,,,,
135,C_135,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62995.99,1,bank_a,,,,,,US,,,,,,
136,C_136,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61041.46,1,bank_a,,,,,,US,,,,,,
137,C_137,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82346.29,1,bank_a,,,,,,US,,,,,,
138,C_138,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67514.70,1,bank_a,,,,,,US,,,,,,
139,C_139,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59015.90,1,bank_a,,,,,,US,,,,,,
140,C_140,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75181.83,1,bank_a,,,,,,US,,,,,,
141,C_141,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51968.94,1,bank_a,,,,,,US,,,,,,
142,C_142,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55046.06,1,bank_a,,,,,,US,,,,,,
143,C_143,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99411.76,1,bank_a,,,,,,US,,,,,,
144,C_144,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59967.79,1,bank_a,,,,,,US,,,,,,
145,C_145,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67927.77,1,bank_a,,,,,,US,,,,,,
146,C_146,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86579.92,1,bank_a,,,,,,US,,,,,,
147,C_147,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91916.33,1,bank_a,,,,,,US,,,,,,
148,C_148,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95924.10,1,bank_a,,,,,,US,,,,,,
149,C_149,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58471.23,1,bank_a,,,,,,US,,,,,,
150,C_150,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83632.03,1,bank_a,,,,,,US,,,,,,
151,C_151,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98327.45,1,bank_a,,,,,,US,,,,,,
152,C_152,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52902.55,1,bank_a,,,,,,US,,,,,,
153,C_153,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83810.09,1,bank_a,,,,,,US,,,,,,
154,C_154,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92271.23,1,bank_a,,,,,,US,,,,,,
155,C_155,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67115.63,1,bank_a,,,,,,US,,,,,,
156,C_156,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62534.37,1,bank_a,,,,,,US,,,,,,
157,C_157,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79839.57,1,bank_a,,,,,,US,,,,,,
158,C_158,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72115.70,1,bank_a,,,,,,US,,,,,,
159,C_159,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58740.97,1,bank_a,,,,,,US,,,,,,
160,C_160,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73581.27,1,bank_a,,,,,,US,,,,,,
161,C_161,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70495.27,1,bank_a,,,,,,US,,,,,,
162,C_162,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78455.64,1,bank_a,,,,,,US,,,,,,
163,C_163,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75430.01,1,bank_a,,,,,,US,,,,,,
164,C_164,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65572.30,1,bank_a,,,,,,US,,,,,,
165,C_165,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67857.58,1,bank_a,,,,,,US,,,,,,
166,C_166,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91883.06,1,bank_a,,,,,,US,,,,,,
167,C_167,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62546.63,1,bank_a,,,,,,US,,,,,,
168,C_168,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78030.01,1,bank_a,,,,,,US,,,,,,
169,C_169,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50621.82,1,bank_a,,,,,,US,,,,,,
170,C_170,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87078.72,1,bank_a,,,,,,US,,,,,,
171,C_171,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66795.83,1,bank_a,,,,,,US,,,,,,
172,C_172,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52284.82,1,bank_a,,,,,,US,,,,,,
173,C_173,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64044.16,1,bank_a,,,,,,US,,,,,,
174,C_174,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62006.52,1,bank_a,,,,,,US,,,,,,
175,C_175,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97656.47,1,bank_a,,,,,,US,,,,,,
176,C_176,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67611.28,1,bank_a,,,,,,US,,,,,,
177,C_177,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64393.90,1,bank_a,,,,,,US,,,,,,
178,C_178,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67960.06,1,bank_a,,,,,,US,,,,,,
179,C_179,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97345.29,1,bank_a,,,,,,US,,,,,,
180,C_180,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81687.39,1,bank_a,,,,,,US,,,,,,
181,C_181,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81053.84,1,bank_a,,,,,,US,,,,,,
182,C_182,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85780.97,1,bank_a,,,,,,US,,,,,,
183,C_183,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69400.86,1,bank_a,,,,,,US,,,,,,
184,C_184,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70720.90,1,bank_a,,,,,,US,,,,,,
185,C_185,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82541.64,1,bank_a,,,,,,US,,,,,,
